pv efficiency (%),constant v (t/f),average v (kph),actual travel time (hr),arrival target (days),arrival,SoC at arrival (%),SoC<10% (times in 5m units),total E input (kWh),average E input (W),-,-
22.50,true,70.00,39.7,INVALID,Day6 9:15~9:20,41.79,40,492.47,344.15,-,-

time,speed (kph),SoC (%),solar input (W/m^2),final solar input (W),final solar input (Wh),regen input (W),total state output (Wh),output (W),air (W),roll (W),acc (W)
Day1 13:30~35,70,76,901.53841789233,892.5230337134067,74.34716870832678,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 13:35~40,70,76,892.7654606785253,883.8378060717401,73.62368924577595,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 13:40~45,70,75,887.1724735050879,878.300748770037,73.16245237254408,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 13:45~50,70,75,880.7397320463025,871.9323347258395,72.63196348266243,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 13:50~55,70,74,874.7533774621012,866.00584368748,72.13828677916709,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 13:55~60,70,76,948.0574725157028,886.3662689990293,73.83431020761914,0.0,0.0,0.0,0.0,0.0,-174.03542930505535
Day1 14:0~5,0,77,945.5008115151521,936.0458034000006,77.97261542322005,0.0,0.0,0.0,0.0,0.0,0.0
Day1 14:5~10,0,79,942.9427586647454,933.5133310780978,77.76166047880555,0.0,0.0,0.0,0.0,0.0,0.0
Day1 14:10~15,0,80,939.2046307810398,929.8125844732293,77.45338828662,0.0,0.0,0.0,0.0,0.0,0.0
Day1 14:15~20,0,82,931.9703414252002,922.6506380109482,76.85679814631199,0.0,0.0,0.0,0.0,0.0,0.0
Day1 14:20~25,0,83,919.122126753346,909.9309054858127,75.79724442696819,0.0,0.0,0.0,0.0,0.0,0.0
Day1 14:25~30,0,83,813.9234997694689,805.7842647717742,67.12182925548879,0.0,109.71428100171111,1317.0982113050554,845.2499999999999,247.812782,174.03542930505535
Day1 14:30~35,70,82,809.6100955914319,801.5139946355175,66.7661157531386,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 14:35~40,70,81,793.9856420975453,786.0457856765698,65.47761394685827,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 14:40~45,70,81,783.0771645272642,775.2463928819916,64.5780245270699,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 14:45~50,70,80,770.3610763537454,762.657465590208,63.52936688366432,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 14:50~55,70,80,757.7588110689425,750.181222958253,62.49009587242247,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 14:55~60,70,79,737.1165833896689,729.7454175557722,60.787793282395825,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:0~5,70,78,723.9301349631646,716.690833613533,59.700346440007294,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:5~10,70,77,710.5545499170587,703.4490044178881,58.59730206801008,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:10~15,70,77,695.7824307074716,688.8246064003969,57.37908971315306,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:15~20,70,76,681.2494591335862,674.4369645422504,56.18059914636946,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:20~25,70,75,657.2186672843433,650.6464806114998,54.19885183493793,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:25~30,70,74,641.9624162301837,635.5427920678819,52.94071457925456,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:30~35,70,73,625.8949319036375,619.6359825846012,51.61567734929727,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:35~40,70,72,610.0935426815332,603.9926072547179,50.312584184318,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:40~45,70,72,592.9114166390478,586.9823024726574,48.89562579597236,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:45~50,70,71,567.959136837037,562.2795454686667,46.83788613753993,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:50~55,70,70,550.299304313523,544.7963112703877,45.381532728823295,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 15:55~60,70,69,529.3689734008303,524.075283666822,43.65547112944627,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:0~5,70,68,501.0650097832947,496.0543596854618,41.32132816179897,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:5~10,70,66,482.9647329212189,478.1350855920067,39.82865262981416,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:10~15,70,65,468.0443453167199,463.3639018635527,38.59821302523394,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:15~20,70,64,455.2736951993708,450.7209582473771,37.54505582200651,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:20~25,70,63,437.337235588566,432.96386323268035,36.065889807282275,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:25~30,70,62,419.801723910092,415.6037066709911,34.619788765693556,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:30~35,70,61,402.30452866397576,398.28148337733603,33.17684756533209,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:35~40,70,59,376.15459373634025,372.39304779897685,31.02034088165477,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:40~45,70,58,359.1756800086135,355.5839232085273,29.620140803270324,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:45~50,70,57,331.6719727217992,328.3552529945812,27.351992574448612,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:50~55,70,55,294.26193799762365,291.3193186176474,24.26689924085003,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 16:55~60,70,54,266.7021219186027,264.03510069941666,21.994123888261406,0.0,95.2171297406,1143.062782,845.2499999999999,247.812782,0.0
Day1 17:0~5,70,54,427.99511615130126,371.50453619827164,30.94632786531603,0.0,0.0,0.0,0.0,0.0,-174.03542930505535
TAKES MORE THAN 6 DAYS,0,55,381.9736582237704,378.15392164153275,31.500221672739677,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,56,248.85616972008498,246.36760802288413,20.522421748306247,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,56,208.2051273902679,206.12307611636524,17.170052240493224,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,56,309.22949362634034,306.13719869007696,25.50122865088341,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,57,320.42272630557045,317.21849904251474,26.42430097024148,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,57,196.32837565543622,194.36509189888184,16.190612155176858,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,57,116.68573270087248,115.51887537386375,9.62272231864285,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,101.84204879909413,100.82362831110319,8.398608238314896,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,90.73200711192021,89.82468704080101,7.482396430498724,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,86.08046829648116,85.21966361351635,7.098797979005911,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,75.8989075302307,75.13991845492839,6.259155207295535,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,56.44672342580596,55.88225619154791,4.654991940755941,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,39.79031323458453,39.392410102238685,3.2813877615164824,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,29.603707922091893,29.30767084287097,2.441328981211152,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,19.422389401208665,19.22816550719658,1.601706186749475,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,11.098508229262094,10.987523146969474,0.9152606781425572,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,5.547813368026426,5.492335234346162,0.45751152502103526,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,1.848790998493742,1.8303030885088043,0.1524642472727834,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAKES MORE THAN 6 DAYS,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
