air_temp,dhi,dni,ghi,zenith,azimuth,Period_Start,ACST_Start
34.8,101.4,219.6,165.2,73,97,10.23 07:50,10.23 17:20
34.6,87,214,144.8,74,97,10.23 07:55,10.23 17:25
34.4,77.6,219.8,132.8,75.8,97.2,10.23 08:00,10.23 17:30
34.4,66.2,250.2,124.2,77,98,10.23 08:05,10.23 17:35
34.4,57,198.6,98.6,78,98,10.23 08:10,10.23 17:40
34.4,46.8,165.2,78.2,79,98.2,10.23 08:15,10.23 17:45
34.4,44.2,153.4,70,80,99,10.23 08:20,10.23 17:50
34.2,39.6,116.8,56.8,81,99,10.23 08:25,10.23 17:55
34.2,43,71.6,52.4,83,99.2,10.23 08:30,10.23 18:00
34,34,107.8,45.6,84,100,10.23 08:35,10.23 18:05
34,28.8,91.2,37,85,100,10.23 08:40,10.23 18:10
34,20.6,84.6,27.8,86,100.2,10.23 08:45,10.23 18:15
34,13.6,7.2,14.2,87,101,10.23 08:50,10.23 18:20
33.8,5.4,1.8,5.6,88.8,101,10.23 08:55,10.23 18:25
33.6,1,0,1,90,101.2,10.23 09:00,10.23 18:30
33.2,0,0,0,91,102,10.23 09:05,10.23 18:35
33,0,0,0,92,102,10.23 09:10,10.23 18:40
33,0,0,0,93,102.2,10.23 09:15,10.23 18:45
32.6,0,0,0,94,103,10.23 09:20,10.23 18:50
32.6,0,0,0,95.8,103.2,10.23 09:25,10.23 18:55
32,0,0,0,97,104,10.23 09:30,10.23 19:00
32,0,0,0,98,104,10.23 09:35,10.23 19:05
31.8,0,0,0,99,104.2,10.23 09:40,10.23 19:10
31.6,0,0,0,100,105,10.23 09:45,10.23 19:15
31.4,0,0,0,101,105.2,10.23 09:50,10.23 19:20
31,0,0,0,102,106,10.23 09:55,10.23 19:25
31,0,0,0,104,106,10.23 10:00,10.23 19:30
31,0,0,0,105,106.2,10.23 10:05,10.23 19:35
31,0,0,0,106,107,10.23 10:10,10.23 19:40
30.8,0,0,0,107,107.2,10.23 10:15,10.23 19:45
30.6,0,0,0,108,108,10.23 10:20,10.23 19:50
30.6,0,0,0,109,108.2,10.23 10:25,10.23 19:55
30.6,0,0,0,110,109,10.23 10:30,10.23 20:00
30.4,0,0,0,112,109.2,10.23 10:35,10.23 20:05
30.4,0,0,0,113,110,10.23 10:40,10.23 20:10
30.4,0,0,0,114,110.2,10.23 10:45,10.23 20:15
30.2,0,0,0,115,111,10.23 10:50,10.23 20:20
30.2,0,0,0,116,112,10.23 10:55,10.23 20:25
30,0,0,0,117,112.2,10.23 11:00,10.23 20:30
30.2,0,0,0,118,113,10.23 11:05,10.23 20:35
30.4,0,0,0,119,113.2,10.23 11:10,10.23 20:40
30.4,0,0,0,120.8,114,10.23 11:15,10.23 20:45
30.4,0,0,0,121.8,115,10.23 11:20,10.23 20:50
30.4,0,0,0,123,115.2,10.23 11:25,10.23 20:55
30.4,0,0,0,124,116,10.23 11:30,10.23 21:00
30.4,0,0,0,125,117,10.23 11:35,10.23 21:05
30.4,0,0,0,126,118,10.23 11:40,10.23 21:10
30.4,0,0,0,127,118.2,10.23 11:45,10.23 21:15
30.4,0,0,0,128,119,10.23 11:50,10.23 21:20
30.4,0,0,0,129,120,10.23 11:55,10.23 21:25
30.4,0,0,0,130,121,10.23 12:00,10.23 21:30
30.4,0,0,0,131,122,10.23 12:05,10.23 21:35
30.2,0,0,0,132,123,10.23 12:10,10.23 21:40
29.6,0,0,0,133,124,10.23 12:15,10.23 21:45
29.6,0,0,0,134,125,10.23 12:20,10.23 21:50
29.6,0,0,0,135,126,10.23 12:25,10.23 21:55
29.6,0,0,0,136,127,10.23 12:30,10.23 22:00
29.6,0,0,0,137,128,10.23 12:35,10.23 22:05
29.6,0,0,0,138,129,10.23 12:40,10.23 22:10
29.4,0,0,0,139,130.2,10.23 12:45,10.23 22:15
29.2,0,0,0,140,131.2,10.23 12:50,10.23 22:20
29,0,0,0,140.8,133,10.23 12:55,10.23 22:25
29,0,0,0,141.8,134.2,10.23 13:00,10.23 22:30
28.8,0,0,0,142,136,10.23 13:05,10.23 22:35
29,0,0,0,143,137.2,10.23 13:10,10.23 22:40
29,0,0,0,144,139,10.23 13:15,10.23 22:45
29,0,0,0,145,140.2,10.23 13:20,10.23 22:50
28.8,0,0,0,145.8,142,10.23 13:25,10.23 22:55
28.8,0,0,0,146,144,10.23 13:30,10.23 23:00
28.8,0,0,0,147,146,10.23 13:35,10.23 23:05
28.8,0,0,0,147.8,148,10.23 13:40,10.23 23:10
28.8,0,0,0,148,150,10.23 13:45,10.23 23:15
28.8,0,0,0,149,152,10.23 13:50,10.23 23:20
28.8,0,0,0,149,154,10.23 13:55,10.23 23:25
28.8,0,0,0,150,156,10.23 14:00,10.23 23:30
28.8,0,0,0,150,158.2,10.23 14:05,10.23 23:35
28.8,0,0,0,150.8,161,10.23 14:10,10.23 23:40
28.8,0,0,0,151,163,10.23 14:15,10.23 23:45
28.6,0,0,0,151,165.2,10.23 14:20,10.23 23:50
28.6,0,0,0,151.8,168,10.23 14:25,10.23 23:55
28.6,0,0,0,152,171,10.23 14:30,10.24 0:00
28.6,0,0,0,152,173,10.23 14:35,10.24 0:05
28.6,0,0,0,152,176,10.23 14:40,10.24 0:10
28.6,0,0,0,152,178,10.23 14:45,10.24 0:15
28.6,0,0,0,152,-179,10.23 14:50,10.24 0:20
28.6,0,0,0,152,-176,10.23 14:55,10.24 0:25
28.4,0,0,0,152,-174,10.23 15:00,10.24 0:30
28.4,0,0,0,152,-171,10.23 15:05,10.24 0:35
28.4,0,0,0,151.8,-169,10.23 15:10,10.24 0:40
28.4,0,0,0,151.8,-166,10.23 15:15,10.24 0:45
28.4,0,0,0,151,-164,10.23 15:20,10.24 0:50
28.4,0,0,0,151,-161,10.23 15:25,10.24 0:55
28.4,0,0,0,150,-159,10.23 15:30,10.24 1:00
28.2,0,0,0,150,-156.2,10.23 15:35,10.24 1:05
28.2,0,0,0,149,-154.2,10.23 15:40,10.24 1:10
28,0,0,0,149,-152,10.23 15:45,10.24 1:15
28,0,0,0,148,-150,10.23 15:50,10.24 1:20
27.8,0,0,0,147.8,-148,10.23 15:55,10.24 1:25
27.8,0,0,0,147,-146,10.23 16:00,10.24 1:30
27.8,0,0,0,146,-144.2,10.23 16:05,10.24 1:35
27.8,0,0,0,145.8,-142.2,10.23 16:10,10.24 1:40
27.8,0,0,0,145,-141,10.23 16:15,10.24 1:45
27.8,0,0,0,144,-139,10.23 16:20,10.24 1:50
27.8,0,0,0,143,-138,10.23 16:25,10.24 1:55
27.8,0,0,0,142.8,-136,10.23 16:30,10.24 2:00
27.6,0,0,0,141.8,-135,10.23 16:35,10.24 2:05
27.6,0,0,0,141,-133.2,10.23 16:40,10.24 2:10
27.6,0,0,0,140,-132,10.23 16:45,10.24 2:15
27.6,0,0,0,139,-131,10.23 16:50,10.24 2:20
27.6,0,0,0,138,-129.2,10.23 16:55,10.24 2:25
27.6,0,0,0,137,-128.2,10.23 17:00,10.24 2:30
27.6,0,0,0,136,-127,10.23 17:05,10.24 2:35
27.6,0,0,0,135,-126,10.23 17:10,10.24 2:40
27.6,0,0,0,134,-125,10.23 17:15,10.24 2:45
27.6,0,0,0,133,-124,10.23 17:20,10.24 2:50
27.6,0,0,0,132,-123,10.23 17:25,10.24 2:55
27.6,0,0,0,131,-122,10.23 17:30,10.24 3:00
27.6,0,0,0,130,-121,10.23 17:35,10.24 3:05
27.6,0,0,0,129,-120.2,10.23 17:40,10.24 3:10
27.6,0,0,0,128,-119.2,10.23 17:45,10.24 3:15
27.6,0,0,0,127,-119,10.23 17:50,10.24 3:20
27.6,0,0,0,126,-118,10.23 17:55,10.24 3:25
27.6,0,0,0,125,-117,10.23 18:00,10.24 3:30
27.6,0,0,0,124,-116.2,10.23 18:05,10.24 3:35
27.6,0,0,0,123,-116,10.23 18:10,10.24 3:40
27.6,0,0,0,122,-115,10.23 18:15,10.24 3:45
27.6,0,0,0,121,-114.2,10.23 18:20,10.24 3:50
27.6,0,0,0,119.8,-114,10.23 18:25,10.24 3:55
27.4,0,0,0,118.8,-113,10.23 18:30,10.24 4:00
27.4,0,0,0,117,-112.2,10.23 18:35,10.24 4:05
27.2,0,0,0,116,-112,10.23 18:40,10.24 4:10
27.2,0,0,0,115,-111.2,10.23 18:45,10.24 4:15
27,0,0,0,114,-111,10.23 18:50,10.24 4:20
27,0,0,0,113,-110,10.23 18:55,10.24 4:25
27,0,0,0,112,-110,10.23 19:00,10.24 4:30
27,0,0,0,111,-109,10.23 19:05,10.24 4:35
27,0,0,0,109.8,-109,10.23 19:10,10.24 4:40
27,0,0,0,108,-108,10.23 19:15,10.24 4:45
27,0,0,0,107,-108,10.23 19:20,10.24 4:50
26.8,0,0,0,106,-107.2,10.23 19:25,10.24 4:55
26.8,0,0,0,105,-107,10.23 19:30,10.24 5:00
26.8,0,0,0,104,-106.2,10.23 19:35,10.24 5:05
26.8,0,0,0,103,-106,10.23 19:40,10.24 5:10
26.6,0,0,0,101.8,-105.2,10.23 19:45,10.24 5:15
26.6,0,0,0,100,-105,10.23 19:50,10.24 5:20
26.6,0,0,0,99,-105,10.23 19:55,10.24 5:25
26.6,0,0,0,98,-104.2,10.23 20:00,10.24 5:30
26.6,0,0,0,97,-104,10.23 20:05,10.24 5:35
26.6,0,0,0,96,-103.2,10.23 20:10,10.24 5:40
26.6,0,0,0,94.8,-103,10.23 20:15,10.24 5:45
26.6,0,0,0,93,-103,10.23 20:20,10.24 5:50
26.6,0,0,0,92,-102.2,10.23 20:25,10.24 5:55
26.6,0,0,0,91,-102,10.23 20:30,10.24 6:00
26.6,0.2,0,0.2,90,-102,10.23 20:35,10.24 6:05
26.6,7,8,7.6,89,-101.2,10.23 20:40,10.24 6:10
26.6,13.4,33.2,16.4,87.8,-101,10.23 20:45,10.24 6:15
26.6,21.2,78,28,86,-100.2,10.23 20:50,10.24 6:20
26.6,28.8,116.8,39,85,-100,10.23 20:55,10.24 6:25
26.8,38,138.4,52.8,84,-100,10.23 21:00,10.24 6:30
27.2,47,140.8,64.8,83,-99.2,10.23 21:05,10.24 6:35
27.4,52.2,206.6,82.2,82,-99,10.23 21:10,10.24 6:40
27.8,57.4,253.6,99.6,80,-99,10.23 21:15,10.24 6:45
28.2,59.6,322.2,119.6,79,-98.2,10.23 21:20,10.24 6:50
28.4,65.8,343,136.6,78,-98.2,10.23 21:25,10.24 6:55
28.8,76,332.2,151.4,77,-98,10.23 21:30,10.24 7:00
29.4,85,331,166.6,76,-98,10.23 21:35,10.24 7:05
29.4,86.6,382.8,188.6,74.8,-97.2,10.23 21:40,10.24 7:10
30,85.2,442.8,212,73,-97,10.23 21:45,10.24 7:15
30,88.8,468.4,232.2,72,-97,10.23 21:50,10.24 7:20
30.6,93.4,486.2,251.8,71,-96.2,10.23 21:55,10.24 7:25
31,99.2,493,270,70,-96,10.23 22:00,10.24 7:30
31,104.8,502,288,68.8,-96,10.23 22:05,10.24 7:35
31,107.4,525.4,309.4,67,-95.2,10.23 22:10,10.24 7:40
31,113.4,530.6,327.4,66,-95,10.23 22:15,10.24 7:45
31,122.2,524.6,344,65,-95,10.23 22:20,10.24 7:50
31.2,130.8,519.8,360,64,-94.2,10.23 22:25,10.24 7:55
31.4,134.2,535.2,380,63,-94,10.23 22:30,10.24 8:00
31.4,135.6,554.6,401,61,-94,10.23 22:35,10.24 8:05
31.4,113,653.8,438,60,-93.2,10.23 22:40,10.24 8:10
31.6,109.6,683,461.6,59,-93.2,10.23 22:45,10.24 8:15
31.6,111.4,694.6,481.2,58,-93,10.23 22:50,10.24 8:20
31.6,113.2,705.2,500.8,57,-93,10.23 22:55,10.24 8:25
31.6,114.4,715.6,520.6,55,-92.2,10.23 23:00,10.24 8:30
31.6,115.8,725.2,539.8,54,-92,10.23 23:05,10.24 8:35
31.8,117.2,734.6,558.8,53,-92,10.23 23:10,10.24 8:40
31.8,118.4,743,577.8,52,-91.2,10.23 23:15,10.24 8:45
31.8,119.6,751.8,596,51,-91,10.23 23:20,10.24 8:50
32,120.8,760,614.6,49,-91,10.23 23:25,10.24 8:55
32.2,121.4,767.8,632.6,48,-90.2,10.23 23:30,10.24 9:00
32.2,122.4,775.6,650.4,47,-90,10.23 23:35,10.24 9:05
32.2,122.8,783.4,668.2,46,-89.2,10.23 23:40,10.24 9:10
32.2,123.2,790.6,685.4,45,-89.2,10.23 23:45,10.24 9:15
32.2,123.8,797.4,702.4,43,-89,10.23 23:50,10.24 9:20
32.2,124.2,804,718.8,42,-88.2,10.23 23:55,10.24 9:25
32.2,124.4,810.8,735.8,41,-88,10.24 00:00,10.24 9:30
32.4,124.6,817,751.8,40,-87.2,10.24 00:05,10.24 9:35
32.4,124.8,822.8,767.4,39,-87.2,10.24 00:10,10.24 9:40
33,124.8,828.6,782.4,37,-87,10.24 00:15,10.24 9:45
33,125,833.8,797.2,36,-86.2,10.24 00:20,10.24 9:50
33.2,125,839,811.6,35,-86,10.24 00:25,10.24 9:55
33.4,125,843.6,825.4,34,-85.2,10.24 00:30,10.24 10:00
33.4,125.4,847.8,839.2,33,-85,10.24 00:35,10.24 10:05
34,125.8,851.4,852,31.8,-84.2,10.24 00:40,10.24 10:10
34,125.8,855.4,864.6,30,-84,10.24 00:45,10.24 10:15
34.2,126,859.2,876.6,29,-83.2,10.24 00:50,10.24 10:20
34.4,126.2,862.6,888.4,28,-82.2,10.24 00:55,10.24 10:25
34.4,126.6,865.8,899.6,27,-82,10.24 01:00,10.24 10:30
34.6,135.4,852.8,904.8,25.8,-81.2,10.24 01:05,10.24 10:35
34.8,144.2,840.2,909.6,24,-80.2,10.24 01:10,10.24 10:40
35,149,834.8,916.2,23,-79.2,10.24 01:15,10.24 10:45
35.2,126.4,877.4,940,22,-78.2,10.24 01:20,10.24 10:50
35.4,134.6,865.6,943.6,21,-77.2,10.24 01:25,10.24 10:55
35.4,131.2,874,954.4,20,-76.2,10.24 01:30,10.24 11:00
35.4,130.8,877,962.2,18.8,-75.2,10.24 01:35,10.24 11:05
35.4,127.2,885.4,972.2,17,-74.2,10.24 01:40,10.24 11:10
35.4,127.6,886.6,978.6,16,-72.2,10.24 01:45,10.24 11:15
35.6,127.8,887.8,985,15,-70.4,10.24 01:50,10.24 11:20
35.8,127.6,889,990.8,14,-68.4,10.24 01:55,10.24 11:25
36,128.2,890,996.2,13,-66.4,10.24 02:00,10.24 11:30
36.2,128.4,891,1000.8,12,-63.4,10.24 02:05,10.24 11:35
36.2,128.6,892,1005.2,11,-60.4,10.24 02:10,10.24 11:40
36.2,128.6,892.8,1008.6,9.8,-56.4,10.24 02:15,10.24 11:45
36.2,129,893.4,1012,9,-52.4,10.24 02:20,10.24 11:50
36.2,137.6,879.8,1009.4,8,-46.4,10.24 02:25,10.24 11:55
36.2,129.6,893.4,1016.4,7,-39.4,10.24 02:30,10.24 12:00
36.2,160.2,844.6,999.4,6,-30.4,10.24 02:35,10.24 12:05
36.4,147.2,865.4,1008.2,5.8,-20.2,10.24 02:40,10.24 12:10
36.4,136.4,883,1015.4,5.8,-8,10.24 02:45,10.24 12:15
36.6,138.2,879.8,1013.8,5.8,5.2,10.24 02:50,10.24 12:20
36.8,145.4,867.8,1008.8,5.8,17.4,10.24 02:55,10.24 12:25
36.8,187.8,793.8,976.8,6,28.4,10.24 03:00,10.24 12:30
36.8,221.6,729.6,946,7,37.4,10.24 03:05,10.24 12:35
36.8,169,827,988.4,7.8,45.4,10.24 03:10,10.24 12:40
36.8,141.2,871.8,1003.2,8.8,51.4,10.24 03:15,10.24 12:45
36.8,189.4,784.2,962.8,9.8,56.4,10.24 03:20,10.24 12:50
37.2,224.4,712,925,10.8,60.2,10.24 03:25,10.24 12:55
37.4,176,808.2,968,11.8,63.4,10.24 03:30,10.24 13:00
37.4,153.2,845.8,978.4,13,66.2,10.24 03:35,10.24 13:05
37.4,223.6,720.8,924.2,14,68.4,10.24 03:40,10.24 13:10
37.4,267.2,626,872.6,15,70.2,10.24 03:45,10.24 13:15
37.4,257,631.2,863.6,16,72.2,10.24 03:50,10.24 13:20
37.4,245.8,638,855.4,17,74.2,10.24 03:55,10.24 13:25
37.4,244.4,669,879.8,18,75.2,10.24 04:00,10.24 13:30
37.6,233.8,689,883.6,19,76.2,10.24 04:05,10.24 13:35
37.6,241.6,668.4,867,21,77.2,10.24 04:10,10.24 13:40
37.6,243.8,653.8,850.8,22,78.2,10.24 04:15,10.24 13:45
37.6,236.8,670.8,854.6,23,79.2,10.24 04:20,10.24 13:50
37.6,272.4,604.2,823.8,24,80.2,10.24 04:25,10.24 13:55
37.6,330.2,483.4,766.8,25,81.2,10.24 04:30,10.24 14:00
37.6,353.6,395.8,708,26.8,82,10.24 04:35,10.24 14:05
37.6,291.8,442,683.4,28,82.2,10.24 04:40,10.24 14:10
37.6,237.8,421.8,607.2,29,83.2,10.24 04:45,10.24 14:15
37.4,261,372.6,583.8,30,84,10.24 04:50,10.24 14:20
37.4,277.8,312.6,545,31,84.2,10.24 04:55,10.24 14:25
37.4,200,479.2,604.4,32,85,10.24 05:00,10.24 14:30
37.4,159.4,558.6,624.4,34,85.2,10.24 05:05,10.24 14:35
37.4,191,520.8,618.8,35,86,10.24 05:10,10.24 14:40
37.6,263.4,399.6,586.8,36,86.2,10.24 05:15,10.24 14:45
37.8,341.4,332.4,606.2,37,87,10.24 05:20,10.24 14:50
37.8,252.8,469.2,620.4,38,87.2,10.24 05:25,10.24 14:55
37.8,226.6,557.4,656,40,87.2,10.24 05:30,10.24 15:00
37.8,222.6,579.4,661.6,41,88,10.24 05:35,10.24 15:05
37.8,213.4,597.4,657.6,42,88.2,10.24 05:40,10.24 15:10
38,205.8,573,623.2,43,89,10.24 05:45,10.24 15:15
38,213.2,572.6,622.4,44,89.2,10.24 05:50,10.24 15:20
38,179.4,618.2,612.2,46,89.2,10.24 05:55,10.24 15:25
38,175.2,640.8,613.8,47,90,10.24 06:00,10.24 15:30
38,177.4,602.2,580.6,48,90.2,10.24 06:05,10.24 15:35
37.8,209,495.4,532.6,49,91,10.24 06:10,10.24 15:40
37.8,232.2,397.2,485.6,50,91,10.24 06:15,10.24 15:45
37.8,197,447.4,475.2,52,91.2,10.24 06:20,10.24 15:50
37.6,158,479.4,447.8,53,92,10.24 06:25,10.24 15:55
37.6,144.8,456.2,413.2,54,92,10.24 06:30,10.24 16:00
37.4,126,451,383.6,55,92.2,10.24 06:35,10.24 16:05
37,141.2,440.6,385,56,93,10.24 06:40,10.24 16:10
37,147.2,414.6,369.6,58,93,10.24 06:45,10.24 16:15
37,124.6,491,379.2,59,93.2,10.24 06:50,10.24 16:20
37,93.2,563,375.4,60,94,10.24 06:55,10.24 16:25
37,93.2,554,360.4,61,94,10.24 07:00,10.24 16:30
36.8,91.2,544.2,343.8,62,94.2,10.24 07:05,10.24 16:35
36.8,93.2,534,331.4,63.8,94.2,10.24 07:10,10.24 16:40
36.8,98,509.4,315,65,95,10.24 07:15,10.24 16:45
36.8,108.2,438,287.2,66,95,10.24 07:20,10.24 16:50
36.8,106,397.4,260.4,67,95.2,10.24 07:25,10.24 16:55
36.8,91.4,388,234.8,68,96,10.24 07:30,10.24 17:00
36.6,82,362.6,209.2,69.8,96,10.24 07:35,10.24 17:05
36.4,91.2,307,193,71,96.2,10.24 07:40,10.24 17:10
36.4,107.8,257,187.8,72,97,10.24 07:45,10.24 17:15
36.4,102.8,219.4,166.6,73,97,10.24 07:50,10.24 17:20
36.4,90.6,237.2,155,74,97.2,10.24 07:55,10.24 17:25
36.2,78.8,295.4,153.2,75,98,10.24 08:00,10.24 17:30
36.2,56.2,398,148.4,77,98,10.24 08:05,10.24 17:35
36,55.2,345.4,128,78,98.2,10.24 08:10,10.24 17:40
35.6,51.6,307.8,110.4,79,99,10.24 08:15,10.24 17:45
35.6,49.6,249.2,92.6,80,99,10.24 08:20,10.24 17:50
35.4,44.6,216.8,77,81,99.2,10.24 08:25,10.24 17:55
35.4,43,118,58.4,82.8,100,10.24 08:30,10.24 18:00
35.2,27.6,130,42,84,100,10.24 08:35,10.24 18:05
35,26.4,81.8,33.6,85,100.2,10.24 08:40,10.24 18:10
35,18,48.8,22.2,86,101,10.24 08:45,10.24 18:15
34.8,13.4,25,15.6,87,101,10.24 08:50,10.24 18:20
34.8,7.8,13.2,9,88,101.2,10.24 08:55,10.24 18:25
34.6,1.4,0.4,1.4,90,102,10.24 09:00,10.24 18:30
34.6,0,0,0,91,102,10.24 09:05,10.24 18:35
34,0,0,0,92,102.2,10.24 09:10,10.24 18:40
33.8,0,0,0,93,103,10.24 09:15,10.24 18:45
33.8,0,0,0,94,103,10.24 09:20,10.24 18:50
33.8,0,0,0,95,104,10.24 09:25,10.24 18:55
33.2,0,0,0,97,104,10.24 09:30,10.24 19:00
32.8,0,0,0,98,104.2,10.24 09:35,10.24 19:05
32.8,0,0,0,99,105,10.24 09:40,10.24 19:10
32.4,0,0,0,100,105,10.24 09:45,10.24 19:15
32.4,0,0,0,101,106,10.24 09:50,10.24 19:20
32,0,0,0,102,106,10.24 09:55,10.24 19:25
32,0,0,0,103.8,106.2,10.24 10:00,10.24 19:30
31.8,0,0,0,105,107,10.24 10:05,10.24 19:35
31.8,0,0,0,106,107.2,10.24 10:10,10.24 19:40
31.8,0,0,0,107,108,10.24 10:15,10.24 19:45
31.8,0,0,0,108,108.2,10.24 10:20,10.24 19:50
31.8,0,0,0,109,109,10.24 10:25,10.24 19:55
31.6,0,0,0,110,109.2,10.24 10:30,10.24 20:00
31.6,0,0,0,111.8,110,10.24 10:35,10.24 20:05
31.4,0,0,0,113,110.2,10.24 10:40,10.24 20:10
31.4,0,0,0,114,111,10.24 10:45,10.24 20:15
31.4,0,0,0,115,111.2,10.24 10:50,10.24 20:20
31.6,0,0,0,116,112,10.24 10:55,10.24 20:25
31.4,0,0,0,117,113,10.24 11:00,10.24 20:30
31.4,0,0,0,118,113,10.24 11:05,10.24 20:35
31.4,0,0,0,119,114,10.24 11:10,10.24 20:40
31.2,0,0,0,120,114.2,10.24 11:15,10.24 20:45
31.2,0,0,0,121,115,10.24 11:20,10.24 20:50
31.2,0,0,0,122.8,116,10.24 11:25,10.24 20:55
31.2,0,0,0,123.8,116.2,10.24 11:30,10.24 21:00
31.2,0,0,0,125,117.2,10.24 11:35,10.24 21:05
31.2,0,0,0,126,118,10.24 11:40,10.24 21:10
31.2,0,0,0,127,119,10.24 11:45,10.24 21:15
31.2,0,0,0,128,119.2,10.24 11:50,10.24 21:20
31.2,0,0,0,129,120.2,10.24 11:55,10.24 21:25
31.2,0,0,0,130,121.2,10.24 12:00,10.24 21:30
31.2,0,0,0,131,122,10.24 12:05,10.24 21:35
31.2,0,0,0,132,123,10.24 12:10,10.24 21:40
31,0,0,0,133,124,10.24 12:15,10.24 21:45
30.6,0,0,0,134,125,10.24 12:20,10.24 21:50
30.6,0,0,0,135,126,10.24 12:25,10.24 21:55
30.6,0,0,0,136,127.2,10.24 12:30,10.24 22:00
30.6,0,0,0,137,128.2,10.24 12:35,10.24 22:05
30.6,0,0,0,138,129.2,10.24 12:40,10.24 22:10
30.4,0,0,0,138.8,131,10.24 12:45,10.24 22:15
30.4,0,0,0,139.8,132,10.24 12:50,10.24 22:20
30.4,0,0,0,140,133.2,10.24 12:55,10.24 22:25
30,0,0,0,141,135,10.24 13:00,10.24 22:30
30,0,0,0,142,136,10.24 13:05,10.24 22:35
29.8,0,0,0,143,138,10.24 13:10,10.24 22:40
29.8,0,0,0,144,139.2,10.24 13:15,10.24 22:45
29.8,0,0,0,144.8,141,10.24 13:20,10.24 22:50
29.8,0,0,0,145,142.2,10.24 13:25,10.24 22:55
30,0,0,0,146,144.2,10.24 13:30,10.24 23:00
30,0,0,0,146.8,146,10.24 13:35,10.24 23:05
30,0,0,0,147,148,10.24 13:40,10.24 23:10
30,0,0,0,148,150,10.24 13:45,10.24 23:15
29.8,0,0,0,148.8,152,10.24 13:50,10.24 23:20
29.8,0,0,0,149,154,10.24 13:55,10.24 23:25
29.8,0,0,0,149.8,156.2,10.24 14:00,10.24 23:30
29.8,0,0,0,150,159,10.24 14:05,10.24 23:35
29.8,0,0,0,150,161,10.24 14:10,10.24 23:40
29.8,0,0,0,150.8,163,10.24 14:15,10.24 23:45
29.8,0,0,0,151,166,10.24 14:20,10.24 23:50
29.6,0,0,0,151,168,10.24 14:25,10.24 23:55
29.6,0,0,0,151.8,171,10.24 14:30,10.25 0:00
29.6,0,0,0,151.8,173,10.24 14:35,10.25 0:05
29.6,0,0,0,152,176,10.24 14:40,10.25 0:10
29.4,0,0,0,152,178.2,10.24 14:45,10.25 0:15
29.4,0,0,0,152,-179,10.24 14:50,10.25 0:20
29.4,0,0,0,152,-176,10.24 14:55,10.25 0:25
29.4,0,0,0,151.8,-174,10.24 15:00,10.25 0:30
29.4,0,0,0,151.8,-171,10.24 15:05,10.25 0:35
29.4,0,0,0,151,-169,10.24 15:10,10.25 0:40
29.2,0,0,0,151,-166,10.24 15:15,10.25 0:45
29,0,0,0,151,-164,10.24 15:20,10.25 0:50
29,0,0,0,150.8,-161,10.24 15:25,10.25 0:55
29,0,0,0,150,-159,10.24 15:30,10.25 1:00
29,0,0,0,149.8,-157,10.24 15:35,10.25 1:05
28.8,0,0,0,149,-155,10.24 15:40,10.25 1:10
28.6,0,0,0,148.8,-152.2,10.24 15:45,10.25 1:15
28.2,0,0,0,148,-150.2,10.24 15:50,10.25 1:20
28.2,0,0,0,147,-148.2,10.24 15:55,10.25 1:25
28.2,0,0,0,146.8,-146.2,10.24 16:00,10.25 1:30
28,0,0,0,146,-145,10.24 16:05,10.25 1:35
28,0,0,0,145,-143,10.24 16:10,10.25 1:40
28,0,0,0,144.8,-141,10.24 16:15,10.25 1:45
28,0,0,0,144,-139.2,10.24 16:20,10.25 1:50
28,0,0,0,143,-138,10.24 16:25,10.25 1:55
28,0,0,0,142,-136.2,10.24 16:30,10.25 2:00
27.8,0,0,0,141,-135,10.24 16:35,10.25 2:05
27.8,0,0,0,140.8,-134,10.24 16:40,10.25 2:10
27.8,0,0,0,139.8,-132.2,10.24 16:45,10.25 2:15
27.8,0,0,0,139,-131,10.24 16:50,10.25 2:20
27.8,0,0,0,138,-130,10.24 16:55,10.25 2:25
27.8,0,0,0,137,-129,10.24 17:00,10.25 2:30
27.8,0,0,0,136,-127.2,10.24 17:05,10.25 2:35
27.8,0,0,0,135,-126.2,10.24 17:10,10.25 2:40
27.8,0,0,0,134,-125.2,10.24 17:15,10.25 2:45
27.8,0,0,0,133,-124.2,10.24 17:20,10.25 2:50
27.8,0,0,0,132,-123.2,10.24 17:25,10.25 2:55
27.8,0,0,0,131,-122.2,10.24 17:30,10.25 3:00
27.8,0,0,0,130,-121.2,10.24 17:35,10.25 3:05
27.8,0,0,0,129,-121,10.24 17:40,10.25 3:10
27.6,0,0,0,128,-120,10.24 17:45,10.25 3:15
27.6,0,0,0,127,-119,10.24 17:50,10.25 3:20
27.6,0,0,0,126,-118,10.24 17:55,10.25 3:25
27.6,0,0,0,125,-117.2,10.24 18:00,10.25 3:30
27.6,0,0,0,124,-117,10.24 18:05,10.25 3:35
27.4,0,0,0,123,-116,10.24 18:10,10.25 3:40
27.2,0,0,0,121.8,-115.2,10.24 18:15,10.25 3:45
27.2,0,0,0,120.8,-115,10.24 18:20,10.25 3:50
27.2,0,0,0,119,-114,10.24 18:25,10.25 3:55
27.2,0,0,0,118,-113.2,10.24 18:30,10.25 4:00
27.2,0,0,0,117,-113,10.24 18:35,10.25 4:05
27.2,0,0,0,116,-112,10.24 18:40,10.25 4:10
27.2,0,0,0,115,-112,10.24 18:45,10.25 4:15
27,0,0,0,114,-111,10.24 18:50,10.25 4:20
