air_temp,dhi,dni,ghi,zenith,azimuth,Period_Start,ACST_Start
25.84,107,549.8,305.2,69,91,10.23 07:30,10.23 17:00
25.84,101,549,288.6,70,92,10.23 07:35,10.23 17:05
25.78,97,524.2,266.8,71,92.2,10.23 07:40,10.23 17:10
25.8,88.8,514.2,246.4,72,93,10.23 07:45,10.23 17:15
25.78,86.4,499,230,73,93.2,10.23 07:50,10.23 17:20
25.74,86.8,458.6,210.6,74,94,10.23 07:55,10.23 17:25
25.7,78.6,444.2,190,75,95,10.23 08:00,10.23 17:30
25.6,68.6,445,172,76.8,95,10.23 08:05,10.23 17:35
25.48,60,448.8,156,78,96,10.23 08:10,10.23 17:40
25.38,55,426.4,138.4,79,96.2,10.23 08:15,10.23 17:45
25.28,52.6,376.2,119.2,80,97,10.23 08:20,10.23 17:50
25.16,47.2,349.4,102.4,81,97.2,10.23 08:25,10.23 17:55
25.12,39.2,345.4,87.4,82,98,10.23 08:30,10.23 18:00
25,35.6,287.2,70.4,83,99,10.23 08:35,10.23 18:05
24.9,30.4,264.6,57.2,84,99.2,10.23 08:40,10.23 18:10
24.8,27.8,165.6,42,85,100,10.23 08:45,10.23 18:15
24.68,21.4,103.6,30.4,86,100.2,10.23 08:50,10.23 18:20
24.58,14.6,54.8,19.4,87,101,10.23 08:55,10.23 18:25
24.42,8.8,20.6,10.8,88,102,10.23 09:00,10.23 18:30
24.22,2.8,1.6,2.8,89.8,102.2,10.23 09:05,10.23 18:35
23.98,0,0,0,90.8,103,10.23 09:10,10.23 18:40
23.76,0,0,0,91.8,103.2,10.23 09:15,10.23 18:45
23.56,0,0,0,93,104,10.23 09:20,10.23 18:50
23.32,0,0,0,94,105,10.23 09:25,10.23 18:55
23.14,0,0,0,95,105.2,10.23 09:30,10.23 19:00
22.9,0,0,0,96,106,10.23 09:35,10.23 19:05
22.7,0,0,0,97,107,10.23 09:40,10.23 19:10
22.48,0,0,0,98,107.2,10.23 09:45,10.23 19:15
22.24,0,0,0,99,108,10.23 09:50,10.23 19:20
22.04,0,0,0,100,109,10.23 09:55,10.23 19:25
21.88,0,0,0,101,109.2,10.23 10:00,10.23 19:30
21.8,0,0,0,102,110,10.23 10:05,10.23 19:35
21.7,0,0,0,103,111,10.23 10:10,10.23 19:40
21.64,0,0,0,104,111.2,10.23 10:15,10.23 19:45
21.56,0,0,0,105,112,10.23 10:20,10.23 19:50
21.48,0,0,0,106,113,10.23 10:25,10.23 19:55
21.38,0,0,0,107,113.2,10.23 10:30,10.23 20:00
21.3,0,0,0,108,114.2,10.23 10:35,10.23 20:05
21.22,0,0,0,109,115,10.23 10:40,10.23 20:10
21.16,0,0,0,110,116,10.23 10:45,10.23 20:15
21.06,0,0,0,111,117,10.23 10:50,10.23 20:20
20.98,0,0,0,112,117.2,10.23 10:55,10.23 20:25
20.9,0,0,0,113,118.2,10.23 11:00,10.23 20:30
20.76,0,0,0,114,119,10.23 11:05,10.23 20:35
20.62,0,0,0,115,120,10.23 11:10,10.23 20:40
20.54,0,0,0,116,121,10.23 11:15,10.23 20:45
20.4,0,0,0,117,122,10.23 11:20,10.23 20:50
20.26,0,0,0,118,123,10.23 11:25,10.23 20:55
20.18,0,0,0,118.8,123.2,10.23 11:30,10.23 21:00
20.04,0,0,0,119.8,124.2,10.23 11:35,10.23 21:05
19.9,0,0,0,120.8,125.2,10.23 11:40,10.23 21:10
19.82,0,0,0,121,126.2,10.23 11:45,10.23 21:15
19.68,0,0,0,122,127.2,10.23 11:50,10.23 21:20
19.54,0,0,0,123,128.2,10.23 11:55,10.23 21:25
19.5,0,0,0,124,129.2,10.23 12:00,10.23 21:30
19.4,0,0,0,125,131,10.23 12:05,10.23 21:35
19.34,0,0,0,125.8,132,10.23 12:10,10.23 21:40
19.28,0,0,0,126,133,10.23 12:15,10.23 21:45
19.22,0,0,0,127,134,10.23 12:20,10.23 21:50
19.14,0,0,0,128,135.2,10.23 12:25,10.23 21:55
19.08,0,0,0,129,136.2,10.23 12:30,10.23 22:00
19,0,0,0,129.8,138,10.23 12:35,10.23 22:05
18.94,0,0,0,130,139,10.23 12:40,10.23 22:10
18.88,0,0,0,131,140.2,10.23 12:45,10.23 22:15
18.84,0,0,0,131.8,142,10.23 12:50,10.23 22:20
18.74,0,0,0,132,143,10.23 12:55,10.23 22:25
18.72,0,0,0,133,144.2,10.23 13:00,10.23 22:30
18.68,0,0,0,133.8,146,10.23 13:05,10.23 22:35
18.6,0,0,0,134,147.2,10.23 13:10,10.23 22:40
18.6,0,0,0,134.8,149,10.23 13:15,10.23 22:45
18.54,0,0,0,135,150.2,10.23 13:20,10.23 22:50
18.5,0,0,0,136,152,10.23 13:25,10.23 22:55
18.46,0,0,0,136,154,10.23 13:30,10.23 23:00
18.42,0,0,0,136.8,155.2,10.23 13:35,10.23 23:05
18.36,0,0,0,137,157,10.23 13:40,10.23 23:10
18.36,0,0,0,137.8,159,10.23 13:45,10.23 23:15
18.28,0,0,0,138,160.2,10.23 13:50,10.23 23:20
18.24,0,0,0,138,162,10.23 13:55,10.23 23:25
18.22,0,0,0,138.8,164,10.23 14:00,10.23 23:30
18.16,0,0,0,139,166,10.23 14:05,10.23 23:35
18.06,0,0,0,139,168,10.23 14:10,10.23 23:40
17.98,0,0,0,139,170,10.23 14:15,10.23 23:45
17.94,0,0,0,139.8,171,10.23 14:20,10.23 23:50
17.86,0,0,0,139.8,173,10.23 14:25,10.23 23:55
17.78,0,0,0,140,175,10.23 14:30,10.24 0:00
17.72,0,0,0,140,177,10.23 14:35,10.24 0:05
17.66,0,0,0,140,179,10.23 14:40,10.24 0:10
17.58,0,0,0,140,-179,10.23 14:45,10.24 0:15
17.48,0,0,0,140,-177,10.23 14:50,10.24 0:20
17.42,0,0,0,140,-175,10.23 14:55,10.24 0:25
17.36,0,0,0,139.8,-173,10.23 15:00,10.24 0:30
17.26,0,0,0,139.8,-172,10.23 15:05,10.24 0:35
17.2,0,0,0,139,-170,10.23 15:10,10.24 0:40
17.14,0,0,0,139,-168,10.23 15:15,10.24 0:45
17.04,0,0,0,139,-166,10.23 15:20,10.24 0:50
16.98,0,0,0,138.8,-164,10.23 15:25,10.24 0:55
16.9,0,0,0,138,-162,10.23 15:30,10.24 1:00
16.84,0,0,0,138,-161,10.23 15:35,10.24 1:05
16.74,0,0,0,137.8,-159,10.23 15:40,10.24 1:10
16.68,0,0,0,137,-157,10.23 15:45,10.24 1:15
16.62,0,0,0,136.8,-155.2,10.23 15:50,10.24 1:20
16.52,0,0,0,136,-154,10.23 15:55,10.24 1:25
16.5,0,0,0,136,-152,10.23 16:00,10.24 1:30
16.44,0,0,0,135,-151,10.23 16:05,10.24 1:35
16.4,0,0,0,134.8,-149,10.23 16:10,10.24 1:40
16.38,0,0,0,134,-148,10.23 16:15,10.24 1:45
16.32,0,0,0,133.8,-146,10.23 16:20,10.24 1:50
16.3,0,0,0,133,-145,10.23 16:25,10.24 1:55
16.24,0,0,0,132,-143,10.23 16:30,10.24 2:00
16.22,0,0,0,131.8,-142,10.23 16:35,10.24 2:05
16.16,0,0,0,131,-140.2,10.23 16:40,10.24 2:10
16.14,0,0,0,130,-139,10.23 16:45,10.24 2:15
16.1,0,0,0,129.8,-138,10.23 16:50,10.24 2:20
16.04,0,0,0,128.8,-137,10.23 16:55,10.24 2:25
16.04,0,0,0,128,-135.2,10.23 17:00,10.24 2:30
16,0,0,0,127,-134,10.23 17:05,10.24 2:35
15.96,0,0,0,126,-133,10.23 17:10,10.24 2:40
15.9,0,0,0,125.8,-132,10.23 17:15,10.24 2:45
15.88,0,0,0,125,-131,10.23 17:20,10.24 2:50
15.84,0,0,0,124,-130,10.23 17:25,10.24 2:55
15.82,0,0,0,123,-129,10.23 17:30,10.24 3:00
15.78,0,0,0,122,-128,10.23 17:35,10.24 3:05
15.76,0,0,0,121,-127,10.23 17:40,10.24 3:10
15.7,0,0,0,120.8,-126,10.23 17:45,10.24 3:15
15.66,0,0,0,119.8,-125,10.23 17:50,10.24 3:20
15.62,0,0,0,118.8,-124,10.23 17:55,10.24 3:25
15.62,0,0,0,118,-123,10.23 18:00,10.24 3:30
15.54,0,0,0,117,-122,10.23 18:05,10.24 3:35
15.5,0,0,0,116,-121,10.23 18:10,10.24 3:40
15.44,0,0,0,115,-120,10.23 18:15,10.24 3:45
15.38,0,0,0,114,-119,10.23 18:20,10.24 3:50
15.34,0,0,0,113,-118.2,10.23 18:25,10.24 3:55
15.28,0,0,0,112,-118,10.23 18:30,10.24 4:00
15.24,0,0,0,111,-117,10.23 18:35,10.24 4:05
15.18,0,0,0,110,-116,10.23 18:40,10.24 4:10
15.12,0,0,0,109,-115,10.23 18:45,10.24 4:15
15.08,0,0,0,108,-114.2,10.23 18:50,10.24 4:20
15,0,0,0,107,-114,10.23 18:55,10.24 4:25
15,0,0,0,106,-113,10.23 19:00,10.24 4:30
15,0,0,0,105,-112,10.23 19:05,10.24 4:35
14.96,0,0,0,104,-111.2,10.23 19:10,10.24 4:40
14.92,0,0,0,103,-111,10.23 19:15,10.24 4:45
14.92,0,0,0,102,-110,10.23 19:20,10.24 4:50
14.9,0,0,0,101,-109.2,10.23 19:25,10.24 4:55
14.88,0,0,0,100,-109,10.23 19:30,10.24 5:00
14.88,0,0,0,99,-108,10.23 19:35,10.24 5:05
14.86,0,0,0,98,-107.2,10.23 19:40,10.24 5:10
14.82,0,0,0,97,-107,10.23 19:45,10.24 5:15
14.82,0,0,0,96,-106,10.23 19:50,10.24 5:20
14.78,0,0,0,95,-106,10.23 19:55,10.24 5:25
14.78,0,0,0,94,-105,10.23 20:00,10.24 5:30
14.78,0,0,0,93,-104.2,10.23 20:05,10.24 5:35
14.82,0,0,0,91.8,-104,10.23 20:10,10.24 5:40
14.82,0,0,0,90.8,-103,10.23 20:15,10.24 5:45
14.82,2.8,3.2,2.8,89.8,-102.2,10.23 20:20,10.24 5:50
14.82,10,26.2,12.2,88,-102,10.23 20:25,10.24 5:55
14.88,16.8,72.6,23.2,87,-101.2,10.23 20:30,10.24 6:00
14.88,23.6,140,36,86,-101,10.23 20:35,10.24 6:05
14.88,30.6,199.4,48.2,85,-100,10.23 20:40,10.24 6:10
14.88,38,219.4,60.4,84,-99.2,10.23 20:45,10.24 6:15
14.92,42.8,302,79,83,-99,10.23 20:50,10.24 6:20
14.92,44.8,386.2,98.8,82,-98.2,10.23 20:55,10.24 6:25
15.04,46,457.4,118.4,81,-98,10.23 21:00,10.24 6:30
15.34,48.6,504.8,138,80,-97,10.23 21:05,10.24 6:35
15.56,51.8,536.8,157,79,-97,10.23 21:10,10.24 6:40
15.82,54.6,566.2,176.2,77.8,-96,10.23 21:15,10.24 6:45
16.12,61,568.6,193.2,76.8,-95.2,10.23 21:20,10.24 6:50
16.36,63.6,594,213,75,-95,10.23 21:25,10.24 6:55
16.64,67.8,609.2,232,74,-94.2,10.23 21:30,10.24 7:00
16.88,71,626.4,251.2,73,-94,10.23 21:35,10.24 7:05
17.18,75,638,270.2,72,-93,10.23 21:40,10.24 7:10
17.44,84,623,286.2,71,-92.2,10.23 21:45,10.24 7:15
17.66,100,574.6,296.4,70,-92,10.23 21:50,10.24 7:20
17.96,117.8,517.8,304.4,69,-91.2,10.23 21:55,10.24 7:25
18.14,115.6,562,327.8,68,-91,10.23 22:00,10.24 7:30
18.22,111.4,607.8,351.4,67,-90,10.23 22:05,10.24 7:35
18.36,114.2,621.2,370.2,65.8,-89.2,10.23 22:10,10.24 7:40
18.42,118.4,626.6,387.8,64.8,-89,10.23 22:15,10.24 7:45
18.54,120.6,640.4,407,63,-88.2,10.23 22:20,10.24 7:50
18.62,122.6,653,425.6,62,-88,10.23 22:25,10.24 7:55
18.76,127,651.4,440,61,-87,10.23 22:30,10.24 8:00
18.84,130.6,649.8,453.4,60,-86.2,10.23 22:35,10.24 8:05
18.94,131.8,648.8,465,59,-86,10.23 22:40,10.24 8:10
19.02,133,647.2,475.8,58,-85,10.23 22:45,10.24 8:15
19.16,122.2,684.6,495.8,57,-84.2,10.23 22:50,10.24 8:20
19.24,121,691,509.4,56,-84,10.23 22:55,10.24 8:25
19.42,119.8,696.6,521.6,55,-83,10.23 23:00,10.24 8:30
19.62,119.2,702,535.2,53.8,-82.2,10.23 23:05,10.24 8:35
19.8,125.6,707.2,555,52.8,-82,10.23 23:10,10.24 8:40
20.02,131.6,712,574.6,51,-81,10.23 23:15,10.24 8:45
20.26,131.8,716.6,588.2,50,-80,10.23 23:20,10.24 8:50
20.44,133,721,603,49,-79.2,10.23 23:25,10.24 8:55
20.64,144.6,725,627.2,48,-79,10.23 23:30,10.24 9:00
20.82,163.8,704.6,642.4,47,-78,10.23 23:35,10.24 9:05
21.06,144.6,708.6,635.2,46,-77,10.23 23:40,10.24 9:10
21.28,128.2,710.4,630,45,-76,10.23 23:45,10.24 9:15
21.46,139.6,696.8,641,44,-75.2,10.23 23:50,10.24 9:20
21.66,149.2,690.6,654.4,43,-74.2,10.23 23:55,10.24 9:25
21.88,140.8,746,696.6,42,-73.2,10.24 00:00,10.24 9:30
22.04,155.6,749,722,41,-72.2,10.24 00:05,10.24 9:35
22.2,158.4,751.8,736,40,-71.2,10.24 00:10,10.24 9:40
22.4,162.2,754.4,750.4,39,-70.2,10.24 00:15,10.24 9:45
22.58,174.6,756.6,773.2,38,-69.2,10.24 00:20,10.24 9:50
22.76,185,761.2,795.4,36.8,-68,10.24 00:25,10.24 9:55
22.92,185.6,767.6,809,35.8,-67,10.24 00:30,10.24 10:00
23.12,185.6,776.4,824,34.8,-66,10.24 00:35,10.24 10:05
23.28,177,808.6,849.8,33.8,-64.2,10.24 00:40,10.24 10:10
23.48,166.2,840.2,873.6,32.8,-63,10.24 00:45,10.24 10:15
23.64,172.2,832.2,879.6,32,-62,10.24 00:50,10.24 10:20
23.8,176.4,827,887,31,-60.2,10.24 00:55,10.24 10:25
23.94,178.4,830.8,899,30,-59,10.24 01:00,10.24 10:30
24.04,190,815,903.2,29,-57,10.24 01:05,10.24 10:35
24.12,167,862.8,928.8,28,-55.2,10.24 01:10,10.24 10:40
24.18,156,886.8,945.4,27,-53.2,10.24 01:15,10.24 10:45
24.28,166,870,946.4,26,-51.2,10.24 01:20,10.24 10:50
24.38,173.2,858.2,948.6,25,-49.2,10.24 01:25,10.24 10:55
24.44,165.4,877.8,963,24.8,-47.2,10.24 01:30,10.24 11:00
24.54,157.4,896.4,977,24,-45,10.24 01:35,10.24 11:05
24.64,158.8,894.8,982.6,23,-42.2,10.24 01:40,10.24 11:10
24.7,158.4,898.4,989.6,22,-40,10.24 01:45,10.24 11:15
24.78,133,947,1012.8,21.8,-37.2,10.24 01:50,10.24 11:20
24.88,115.4,978.2,1028.8,21,-34.2,10.24 01:55,10.24 11:25
25,134.4,947.4,1022.2,20,-31.2,10.24 02:00,10.24 11:30
25.14,151.4,918.2,1015.2,20,-28,10.24 02:05,10.24 11:35
25.26,141.8,937.2,1025.8,19,-25,10.24 02:10,10.24 11:40
25.42,143.4,934,1027,19,-21.2,10.24 02:15,10.24 11:45
25.56,151.6,921.2,1024.8,18.8,-18,10.24 02:20,10.24 11:50
25.68,155,915.4,1024.6,18,-14,10.24 02:25,10.24 11:55
25.86,150.4,924.2,1029.4,18,-10,10.24 02:30,10.24 12:00
25.98,149.4,927.2,1031.4,18,-6,10.24 02:35,10.24 12:05
26.1,138,946.6,1039.4,18,-2,10.24 02:40,10.24 12:10
26.26,129.8,961,1044.6,18,2,10.24 02:45,10.24 12:15
26.4,116.2,983.4,1052.2,18,6,10.24 02:50,10.24 12:20
26.52,115.8,983.8,1051.2,18,10,10.24 02:55,10.24 12:25
26.62,116.4,983,1049.6,18,14,10.24 03:00,10.24 12:30
26.72,116.4,981.8,1047.6,18.8,17.2,10.24 03:05,10.24 12:35
26.8,116.8,980.8,1044.6,19,21.2,10.24 03:10,10.24 12:40
26.86,117.2,979.6,1041.4,19,25,10.24 03:15,10.24 12:45
26.96,117.2,978,1037.6,20,28,10.24 03:20,10.24 12:50
27.04,120.2,971.8,1031.8,20,31.2,10.24 03:25,10.24 12:55
27.08,192.4,834,971.4,21,34.2,10.24 03:30,10.24 13:00
27.18,187.6,785.8,918.4,21.8,37.2,10.24 03:35,10.24 13:05
27.26,204.2,795.8,940.6,22,40,10.24 03:40,10.24 13:10
27.34,185.4,841.8,960.2,23,42.2,10.24 03:45,10.24 13:15
27.42,150.8,909.8,983.8,24,45,10.24 03:50,10.24 13:20
27.52,114,973.2,1000,24.8,47.2,10.24 03:55,10.24 13:25
27.52,113.6,972,992.4,25,49.2,10.24 04:00,10.24 13:30
27.58,113.4,970.6,984.4,26,51.2,10.24 04:05,10.24 13:35
27.58,113,968.8,976,27,53.2,10.24 04:10,10.24 13:40
27.58,112.8,967.2,967.2,28,55.2,10.24 04:15,10.24 13:45
27.6,112.2,965,957.6,29,57,10.24 04:20,10.24 13:50
27.62,112,962.8,948,30,59,10.24 04:25,10.24 13:55
27.66,111.4,961,937.4,31,60.2,10.24 04:30,10.24 14:00
27.68,111,958.2,926.8,31.8,62,10.24 04:35,10.24 14:05
27.7,185.8,791.4,852.6,32.8,63.2,10.24 04:40,10.24 14:10
27.7,138.2,772,781.4,33.8,64.2,10.24 04:45,10.24 14:15
27.72,117.4,769.8,751.4,34.8,66,10.24 04:50,10.24 14:20
27.76,99.6,767.8,724.2,35.8,67,10.24 04:55,10.24 14:25
27.76,95.6,765.4,710.2,36.8,68.2,10.24 05:00,10.24 14:30
27.78,97.6,762.8,702,37.8,69.2,10.24 05:05,10.24 14:35
27.8,154.2,760.4,748,39,70.2,10.24 05:10,10.24 14:40
27.82,152,834.2,793.8,40,71.2,10.24 05:15,10.24 14:45
27.84,142.4,849.6,786.6,41,72.2,10.24 05:20,10.24 14:50
27.84,132.8,865.6,778.4,42,73.2,10.24 05:25,10.24 14:55
27.88,127.8,870.2,766.4,43,74.2,10.24 05:30,10.24 15:00
27.88,121,879.2,754.8,44,75.2,10.24 05:35,10.24 15:05
27.9,103.2,913.4,749.8,45,76.2,10.24 05:40,10.24 15:10
27.92,102.4,908.4,733.8,46,77,10.24 05:45,10.24 15:15
27.94,101.6,903.8,717.2,47,78,10.24 05:50,10.24 15:20
27.96,100.6,898.6,700.6,48,79,10.24 05:55,10.24 15:25
27.96,99.6,893,683,49,79.2,10.24 06:00,10.24 15:30
27.96,98.8,887.6,666,50,80.2,10.24 06:05,10.24 15:35
27.96,103,868.4,645.2,51,81,10.24 06:10,10.24 15:40
27.96,117.6,818,616.6,52,82,10.24 06:15,10.24 15:45
27.96,96.2,866.8,611.6,53.8,82.2,10.24 06:20,10.24 15:50
27.96,94.6,861.4,593.6,54.8,83,10.24 06:25,10.24 15:55
27.94,93.4,854.2,575,56,84,10.24 06:30,10.24 16:00
27.94,92.2,846.4,556,57,84.2,10.24 06:35,10.24 16:05
27.94,114.4,762.8,520.4,58,85,10.24 06:40,10.24 16:10
27.94,127.2,695.6,486.2,59,86,10.24 06:45,10.24 16:15
27.94,106.6,758.2,485.4,60,86.2,10.24 06:50,10.24 16:20
27.94,87.2,809.4,478.2,61,87,10.24 06:55,10.24 16:25
27.94,85.8,799,458.2,62,88,10.24 07:00,10.24 16:30
27.88,84.6,788,438.4,63,88.2,10.24 07:05,10.24 16:35
27.84,83,776.2,418.4,64,89,10.24 07:10,10.24 16:40
27.8,81,763.8,398.2,65.8,90,10.24 07:15,10.24 16:45
27.76,79.4,750.4,377.8,66.8,90.2,10.24 07:20,10.24 16:50
27.72,81.6,719.6,355,68,91,10.24 07:25,10.24 16:55
27.68,91.8,644.4,325.4,69,91.2,10.24 07:30,10.24 17:00
27.64,99.8,567,295.4,70,92,10.24 07:35,10.24 17:05
27.6,88.8,599.4,284.4,71,93,10.24 07:40,10.24 17:10
27.56,74.6,643.6,273.2,72,93,10.24 07:45,10.24 17:15
27.52,73,618.4,252.4,73,94,10.24 07:50,10.24 17:20
27.46,73.6,574.8,229.8,74,94.2,10.24 07:55,10.24 17:25
27.44,77.6,497.6,203.8,75,95,10.24 08:00,10.24 17:30
27.38,74.4,447.2,179.4,76,95.2,10.24 08:05,10.24 17:35
27.3,68.2,457.2,167.2,77.8,96,10.24 08:10,10.24 17:40
27.22,58.4,478,153.4,78.8,97,10.24 08:15,10.24 17:45
27.16,59.2,369.6,125.8,80,97.2,10.24 08:20,10.24 17:50
27.1,48,341.4,103,81,98,10.24 08:25,10.24 17:55
27.02,45,322.4,91.2,82,98.2,10.24 08:30,10.24 18:00
26.96,40.4,317.2,79.6,83,99,10.24 08:35,10.24 18:05
26.9,30.8,281,60.2,84,100,10.24 08:40,10.24 18:10
26.82,24.2,239.4,45,85,100,10.24 08:45,10.24 18:15
26.74,24.4,67.8,30.4,86,101,10.24 08:50,10.24 18:20
26.68,15.8,37.8,19,87,101.2,10.24 08:55,10.24 18:25
26.5,11.4,16.6,13,88,102,10.24 09:00,10.24 18:30
26.2,3.8,7.8,4.6,89,103,10.24 09:05,10.24 18:35
25.92,0,0,0,90,103,10.24 09:10,10.24 18:40
25.6,0,0,0,91,104,10.24 09:15,10.24 18:45
25.28,0,0,0,92.8,104.2,10.24 09:20,10.24 18:50
25,0,0,0,93.8,105,10.24 09:25,10.24 18:55
24.7,0,0,0,95,106,10.24 09:30,10.24 19:00
24.42,0,0,0,96,106.2,10.24 09:35,10.24 19:05
24.1,0,0,0,97,107,10.24 09:40,10.24 19:10
23.78,0,0,0,98,108,10.24 09:45,10.24 19:15
23.5,0,0,0,99,108.2,10.24 09:50,10.24 19:20
23.2,0,0,0,100,109,10.24 09:55,10.24 19:25
23,0,0,0,101,110,10.24 10:00,10.24 19:30
22.82,0,0,0,102,110.2,10.24 10:05,10.24 19:35
22.7,0,0,0,103,111,10.24 10:10,10.24 19:40
22.58,0,0,0,104,112,10.24 10:15,10.24 19:45
22.42,0,0,0,105,112.2,10.24 10:20,10.24 19:50
22.28,0,0,0,106,113,10.24 10:25,10.24 19:55
22.14,0,0,0,107,114,10.24 10:30,10.24 20:00
22,0,0,0,108,115,10.24 10:35,10.24 20:05
21.84,0,0,0,109,115.2,10.24 10:40,10.24 20:10
21.72,0,0,0,110,116,10.24 10:45,10.24 20:15
21.6,0,0,0,111,117,10.24 10:50,10.24 20:20
21.42,0,0,0,112,118,10.24 10:55,10.24 20:25
21.34,0,0,0,113,119,10.24 11:00,10.24 20:30
21.22,0,0,0,114,119.2,10.24 11:05,10.24 20:35
21.12,0,0,0,115,120.2,10.24 11:10,10.24 20:40
21.02,0,0,0,116,121,10.24 11:15,10.24 20:45
20.94,0,0,0,116.8,122,10.24 11:20,10.24 20:50
20.82,0,0,0,117.8,123,10.24 11:25,10.24 20:55
20.72,0,0,0,118,124,10.24 11:30,10.24 21:00
20.6,0,0,0,119,125,10.24 11:35,10.24 21:05
20.52,0,0,0,120,126,10.24 11:40,10.24 21:10
20.44,0,0,0,121,127,10.24 11:45,10.24 21:15
20.34,0,0,0,122,128,10.24 11:50,10.24 21:20
20.22,0,0,0,123,129,10.24 11:55,10.24 21:25
20.12,0,0,0,124,130,10.24 12:00,10.24 21:30
20,0,0,0,124.8,131,10.24 12:05,10.24 21:35
19.86,0,0,0,125,132,10.24 12:10,10.24 21:40
19.74,0,0,0,126,133,10.24 12:15,10.24 21:45
19.62,0,0,0,127,134.2,10.24 12:20,10.24 21:50
19.5,0,0,0,128,136,10.24 12:25,10.24 21:55
19.4,0,0,0,128.8,137,10.24 12:30,10.24 22:00
19.28,0,0,0,129,138,10.24 12:35,10.24 22:05
19.16,0,0,0,130,139.2,10.24 12:40,10.24 22:10
19.04,0,0,0,130.8,141,10.24 12:45,10.24 22:15
18.92,0,0,0,131,142,10.24 12:50,10.24 22:20
18.78,0,0,0,132,143.2,10.24 12:55,10.24 22:25
18.72,0,0,0,132.8,145,10.24 13:00,10.24 22:30
18.66,0,0,0,133,146,10.24 13:05,10.24 22:35
18.64,0,0,0,134,148,10.24 13:10,10.24 22:40
18.58,0,0,0,134,149,10.24 13:15,10.24 22:45
18.52,0,0,0,135,151,10.24 13:20,10.24 22:50
18.48,0,0,0,135.8,152.2,10.24 13:25,10.24 22:55
18.44,0,0,0,136,154,10.24 13:30,10.24 23:00
18.4,0,0,0,136,156,10.24 13:35,10.24 23:05
18.34,0,0,0,137,157,10.24 13:40,10.24 23:10
18.28,0,0,0,137,159,10.24 13:45,10.24 23:15
18.26,0,0,0,137.8,161,10.24 13:50,10.24 23:20
18.2,0,0,0,138,162.2,10.24 13:55,10.24 23:25
18.16,0,0,0,138,164,10.24 14:00,10.24 23:30
18.06,0,0,0,138.8,166,10.24 14:05,10.24 23:35
17.94,0,0,0,139,168,10.24 14:10,10.24 23:40
17.84,0,0,0,139,170,10.24 14:15,10.24 23:45
17.8,0,0,0,139,171.2,10.24 14:20,10.24 23:50
17.7,0,0,0,139,173,10.24 14:25,10.24 23:55
17.56,0,0,0,139.8,175,10.24 14:30,10.25 0:00
17.46,0,0,0,139.8,177,10.24 14:35,10.25 0:05
17.42,0,0,0,139.8,179,10.24 14:40,10.25 0:10
17.32,0,0,0,139.8,-179,10.24 14:45,10.25 0:15
17.2,0,0,0,139.8,-177,10.24 14:50,10.25 0:20
17.1,0,0,0,139.8,-175,10.24 14:55,10.25 0:25
17.04,0,0,0,139,-173,10.24 15:00,10.25 0:30
16.98,0,0,0,139,-172,10.24 15:05,10.25 0:35
16.94,0,0,0,139,-170,10.24 15:10,10.25 0:40
16.9,0,0,0,139,-168,10.24 15:15,10.25 0:45
16.84,0,0,0,138.8,-166,10.24 15:20,10.25 0:50
16.78,0,0,0,138,-164,10.24 15:25,10.25 0:55
16.78,0,0,0,138,-162.2,10.24 15:30,10.25 1:00
16.72,0,0,0,137.8,-161,10.24 15:35,10.25 1:05
16.66,0,0,0,137,-159,10.24 15:40,10.25 1:10
16.62,0,0,0,137,-157,10.24 15:45,10.25 1:15
16.58,0,0,0,136,-156,10.24 15:50,10.25 1:20
16.52,0,0,0,136,-154,10.24 15:55,10.25 1:25
16.48,0,0,0,135.8,-152.2,10.24 16:00,10.25 1:30
16.42,0,0,0,135,-151,10.24 16:05,10.25 1:35
16.38,0,0,0,134,-149,10.24 16:10,10.25 1:40
16.36,0,0,0,134,-148,10.24 16:15,10.25 1:45
16.34,0,0,0,133,-146,10.24 16:20,10.25 1:50
16.28,0,0,0,132.8,-145,10.24 16:25,10.25 1:55
16.26,0,0,0,132,-143.2,10.24 16:30,10.25 2:00
16.2,0,0,0,131,-142,10.24 16:35,10.25 2:05
16.18,0,0,0,130.8,-141,10.24 16:40,10.25 2:10
16.16,0,0,0,130,-139.2,10.24 16:45,10.25 2:15
16.12,0,0,0,129,-138,10.24 16:50,10.25 2:20
16.06,0,0,0,128,-137,10.24 16:55,10.25 2:25
16,0,0,0,127.8,-136,10.24 17:00,10.25 2:30
15.88,0,0,0,127,-134.2,10.24 17:05,10.25 2:35
15.74,0,0,0,126,-133.2,10.24 17:10,10.25 2:40
15.64,0,0,0,125,-132,10.24 17:15,10.25 2:45
15.5,0,0,0,124.8,-131,10.24 17:20,10.25 2:50
15.38,0,0,0,123.8,-130,10.24 17:25,10.25 2:55
15.26,0,0,0,123,-129,10.24 17:30,10.25 3:00
15.14,0,0,0,122,-128,10.24 17:35,10.25 3:05
15,0,0,0,121,-127,10.24 17:40,10.25 3:10
14.9,0,0,0,120,-126,10.24 17:45,10.25 3:15
14.76,0,0,0,119,-125,10.24 17:50,10.25 3:20
14.64,0,0,0,118,-124,10.24 17:55,10.25 3:25
14.58,0,0,0,117.8,-123,10.24 18:00,10.25 3:30
14.48,0,0,0,116.8,-122,10.24 18:05,10.25 3:35
14.46,0,0,0,115.8,-121,10.24 18:10,10.25 3:40
