air_temp,dhi,dni,ghi,zenith,azimuth,Period_Start,ACST_Start
37.8,121.8,872.8,847.2,34,77.2,10.23 05:00,10.23 14:30
37.8,164,779.2,803.2,35,78,10.23 05:05,10.23 14:35
37.8,109.2,888,827.6,36,79,10.23 05:10,10.23 14:40
37.8,90.4,921.8,824.8,37,79.2,10.23 05:15,10.23 14:45
37.8,121.8,851.8,790.6,38,80.2,10.23 05:20,10.23 14:50
37.8,200.4,672.6,720,39,81,10.23 05:25,10.23 14:55
38,145,783.8,740,41,81.2,10.23 05:30,10.23 15:00
38,141.2,784.6,726.4,42,82.2,10.23 05:35,10.23 15:05
38,141.8,778,712,43,83,10.23 05:40,10.23 15:10
38,142.8,770.6,696.4,44,83.2,10.23 05:45,10.23 15:15
38,92.4,879.6,712.2,45,84,10.23 05:50,10.23 15:20
37.8,105.6,840.8,686.2,46,84.2,10.23 05:55,10.23 15:25
37.8,93.8,861.6,675.8,47.8,85.2,10.23 06:00,10.23 15:30
37.6,104,828.8,651.6,49,86,10.23 06:05,10.23 15:35
37.6,84,870,645.2,50,86.2,10.23 06:10,10.23 15:40
37.4,96,830.8,619.2,51,87,10.23 06:15,10.23 15:45
37.4,126.6,735.6,578,52,87.2,10.23 06:20,10.23 15:50
37.4,139.2,689.6,551.4,53,88,10.23 06:25,10.23 15:55
37.4,144.6,657,526.2,54.8,88.2,10.23 06:30,10.23 16:00
37.4,150.8,614.4,497.2,56,89,10.23 06:35,10.23 16:05
37.4,160,563.2,468.2,57,89.2,10.23 06:40,10.23 16:10
37.4,167.8,491.4,428.2,58,90,10.23 06:45,10.23 16:15
37.4,156.4,536,431.4,59,90,10.23 06:50,10.23 16:20
37.2,143.8,555.4,419,60,90.2,10.23 06:55,10.23 16:25
37.2,132.4,584.4,411.6,61,91,10.23 07:00,10.23 16:30
36.8,132.6,563.6,391.4,63,91.2,10.23 07:05,10.23 16:35
36.6,108.2,634.4,388.4,64,92,10.23 07:10,10.23 16:40
36.4,103.4,612,362.8,65,92.2,10.23 07:15,10.23 16:45
36.4,93.4,591,332.6,66,93,10.23 07:20,10.23 16:50
36.4,93.4,619.4,332.8,67,93.2,10.23 07:25,10.23 16:55
36.2,111,504.8,296.4,68,94,10.23 07:30,10.23 17:00
36.2,102.2,465.2,264.2,70,94,10.23 07:35,10.23 17:05
36.2,124,352.2,240.4,71,94.2,10.23 07:40,10.23 17:10
36,119.6,322.8,219.8,72,95,10.23 07:45,10.23 17:15
