air_temp,dhi,dni,ghi,zenith,azimuth,Period_Start,ACST_Start
14.44,0,0,0,103.8,-112.2,10.22 18:55,10.23 4:25
14.44,0,0,0,102.8,-112,10.22 19:00,10.23 4:30
14.42,0,0,0,101.8,-111,10.22 19:05,10.23 4:35
14.4,0,0,0,101,-110,10.22 19:10,10.23 4:40
14.38,0,0,0,100,-109.2,10.22 19:15,10.23 4:45
14.36,0,0,0,99,-109,10.22 19:20,10.23 4:50
14.34,0,0,0,98,-108,10.22 19:25,10.23 4:55
14.36,0,0,0,97,-107.2,10.22 19:30,10.23 5:00
14.34,0,0,0,96,-107,10.22 19:35,10.23 5:05
14.32,0,0,0,94.8,-106,10.22 19:40,10.23 5:10
14.3,0,0,0,93.8,-105,10.22 19:45,10.23 5:15
14.28,0,0,0,92.8,-105,10.22 19:50,10.23 5:20
14.26,0,0,0,91.8,-104,10.22 19:55,10.23 5:25
14.3,0,0,0,90.8,-103,10.22 20:00,10.23 5:30
14.36,1.4,1.8,1.4,89.8,-102.2,10.22 20:05,10.23 5:35
14.44,6.4,16.8,7.8,88.8,-102,10.22 20:10,10.23 5:40
14.5,12.4,48,16.6,87.8,-101,10.22 20:15,10.23 5:45
14.56,16.2,93.2,24.4,86.8,-100.2,10.22 20:20,10.23 5:50
14.62,21.4,124.6,32.4,85,-100,10.22 20:25,10.23 5:55
14.74,27.6,130.6,40.4,84,-99,10.22 20:30,10.23 6:00
14.8,35,120.2,49,83,-99,10.22 20:35,10.23 6:05
14.86,42.8,105,56.8,82,-98,10.22 20:40,10.23 6:10
14.92,49.2,102.6,64.8,81,-97.2,10.22 20:45,10.23 6:15
15,54.6,101.8,71.8,80,-97,10.22 20:50,10.23 6:20
15.06,59,108,79.2,79,-96,10.22 20:55,10.23 6:25
15.24,69.6,136.6,97.6,78,-95.2,10.22 21:00,10.23 6:30
15.48,70.8,215.4,119,77,-95,10.22 21:05,10.23 6:35
15.76,73.8,250.8,134.2,76,-94,10.22 21:10,10.23 6:40
16.02,74.4,281.2,147.4,75,-93.2,10.22 21:15,10.23 6:45
16.28,80.2,292,161,74,-93,10.22 21:20,10.23 6:50
16.52,81.6,303.6,170.8,73,-92,10.22 21:25,10.23 6:55
16.8,84.6,290.8,175.6,72,-91.2,10.22 21:30,10.23 7:00
17.04,98,288.4,192.8,71,-91,10.22 21:35,10.23 7:05
17.3,94,337.4,210.8,70,-90,10.22 21:40,10.23 7:10
17.56,86.8,383.8,226.4,68.8,-89.2,10.22 21:45,10.23 7:15
17.84,85.8,376,229,67.8,-89,10.22 21:50,10.23 7:20
18.08,91.2,366.4,236.8,66.8,-88,10.22 21:55,10.23 7:25
18.24,104.6,341.4,246.2,65.8,-87.2,10.22 22:00,10.23 7:30
18.36,113.2,321.6,252,64,-87,10.22 22:05,10.23 7:35
18.42,113.8,329.2,261.2,63,-86,10.22 22:10,10.23 7:40
18.48,110.2,338.4,267.4,62,-85.2,10.22 22:15,10.23 7:45
18.56,106,368.4,283,61,-84.2,10.22 22:20,10.23 7:50
18.66,97.6,403.4,298,60,-84,10.22 22:25,10.23 7:55
18.72,91,445.8,319.2,59,-83,10.22 22:30,10.23 8:00
18.82,95.4,457,336.6,58,-82.2,10.22 22:35,10.23 8:05
18.9,98,461.2,348.4,57,-81.2,10.22 22:40,10.23 8:10
18.96,101,463.6,359.8,56,-81,10.22 22:45,10.23 8:15
19.04,105,454.2,365.4,55,-80,10.22 22:50,10.23 8:20
19.14,105.8,444.6,367.4,54,-79,10.22 22:55,10.23 8:25
19.22,126.4,416.4,377.2,53,-78.2,10.22 23:00,10.23 8:30
19.3,156.4,363.2,380.6,52,-77.2,10.22 23:05,10.23 8:35
19.42,140.4,422.8,407.2,51,-77,10.22 23:10,10.23 8:40
19.5,155.2,430.6,432.8,50,-76,10.22 23:15,10.23 8:45
19.64,147.8,436.2,434.8,49,-75,10.22 23:20,10.23 8:50
19.72,150.6,445.4,449.6,48,-74,10.22 23:25,10.23 8:55
19.82,160.2,493.6,497.8,47,-73,10.22 23:30,10.23 9:00
19.9,170.8,540.4,547.4,46,-72,10.22 23:35,10.23 9:05
20.04,146.2,529.8,521.8,45,-71,10.22 23:40,10.23 9:10
20.12,133.4,518.2,507,44,-70,10.22 23:45,10.23 9:15
20.22,132.8,560.8,544.2,43,-69,10.22 23:50,10.23 9:20
20.3,153.2,563.2,572.6,42,-68,10.22 23:55,10.23 9:25
20.42,200.2,449.4,540,41,-67,10.23 00:00,10.23 9:30
20.5,210.4,381,502.8,40,-65.2,10.23 00:05,10.23 9:35
20.62,211.2,382.4,508.6,39,-64.2,10.23 00:10,10.23 9:40
20.7,204.6,383.8,507.2,38,-63,10.23 00:15,10.23 9:45
20.78,181.6,385,488.8,37,-62,10.23 00:20,10.23 9:50
20.88,167.8,386.2,479.8,36,-60.2,10.23 00:25,10.23 9:55
21.02,208.6,387.4,525.2,35,-59,10.23 00:30,10.23 10:00
21.12,180,482.6,578.6,34,-57.2,10.23 00:35,10.23 10:05
21.2,150.4,521.6,585.4,33,-56,10.23 00:40,10.23 10:10
21.28,118.2,561.4,591,32.8,-54.2,10.23 00:45,10.23 10:15
21.4,125.8,562.6,604.2,31.8,-53,10.23 00:50,10.23 10:20
21.48,150,529.4,604.2,31,-51,10.23 00:55,10.23 10:25
21.56,157.4,523,609.4,30,-49,10.23 01:00,10.23 10:30
21.62,160,517,610.6,29,-47.2,10.23 01:05,10.23 10:35
21.66,180.4,481,603,28.8,-45.2,10.23 01:10,10.23 10:40
21.7,197,430.6,577.8,28,-43,10.23 01:15,10.23 10:45
21.78,190.8,402.8,549.4,27,-41,10.23 01:20,10.23 10:50
21.82,177.6,395.6,531.4,26,-39,10.23 01:25,10.23 10:55
21.86,162.2,437,555.4,25.8,-36.2,10.23 01:30,10.23 11:00
21.9,146,486.8,586.4,25,-34,10.23 01:35,10.23 11:05
21.98,118,546.4,614.6,24.8,-31,10.23 01:40,10.23 11:10
22.02,109,593.2,650.2,24,-28.2,10.23 01:45,10.23 11:15
22.06,107,593.6,650.8,23.8,-26,10.23 01:50,10.23 11:20
22.12,101.6,590.4,644.2,23,-23,10.23 01:55,10.23 11:25
22.14,93.2,588.4,635.4,22.8,-20,10.23 02:00,10.23 11:30
22.16,94.2,583.4,633.2,22,-17,10.23 02:05,10.23 11:35
22.16,107.4,553.8,620.2,22,-14,10.23 02:10,10.23 11:40
22.16,116.4,527.6,605.8,22,-10,10.23 02:15,10.23 11:45
22.12,119,522.8,604.4,21.8,-7,10.23 02:20,10.23 11:50
22.16,128,521.6,612.6,21.8,-4,10.23 02:25,10.23 11:55
22.14,115,556,631.6,21.8,0,10.23 02:30,10.23 12:00
22.18,102.2,588.8,649.2,21.8,3,10.23 02:35,10.23 12:05
22.14,104.4,591.8,654,21.8,6,10.23 02:40,10.23 12:10
22.14,107.4,586,651,22,9.2,10.23 02:45,10.23 12:15
22.14,99.4,577.2,634,22,13,10.23 02:50,10.23 12:20
